curso_final,disciplina,semestre,professor
Teologia,Métodos e Técnicas de Pesquisa [A],1º,Terezinha Bazé de Lima
Teologia,"Teologia em Perspectiva: Revelação, Razão e Prática",1º,Ronel Pereira
Teologia,Estudos no AT: Os Profetas e Sapiencias [B],3º,Givaldo Mauro de Matos
Teologia,Estudos no NT - As Cartas Paulinas [B],3º,Sérgio Nogueira
Teologia,História da Teologia [HT],3º,Wilson Cardoso de Sá
Teologia,Práticas Ministeriais [P],3º,Armindo Hein
Teologia,Teologia Espiritual [P],3º,Sergio Nogueira
Teologia,Estudos no NT - As Cartas Gerais e Apocalípticas [B],4º,Armindo Hein
Teologia,Psicologia Geral e da Religião [A],4º,Letícia Oliveira Silva
Teologia,Sociologia Geral e da Religião (A),4º,Rafaela Rocha
Teologia,"Teolog. Sist. I: Teolog. Da Revelação, Antropologia, Teo. e Crist [Ht]",4º,Givaldo Matos
Teologia,Teologia e Liderança [P],4º,Sérgio Nogueira
Teologia,Elaboração do Projeto de TCC,5º,Ronel Pereira
Teologia,Estágio Supervisionado I,5º,Ronel Pereira
Teologia,Religião e Cultura no Brasil [HT],5º,Givaldo Matos
Teologia,Teologia Biblíca [B],5º,Ronel Pereira
Teologia,Teologia Latino-Americana [HT],5º,José Miguel Aguillera
Teologia,"Teologia Sistemática II: Pneumatologia, Eclesiologia e Escatologia [HT]",5º,Alexander Pessanha
Teologia,Ética Cristã [HT],5º,Givaldo Mauro de Matos
Teologia,Aconselhamento Cristão [P],6º,Ronel Pereira
Teologia,Comunicação e Oratória [P],6º,Alexander Pessanha
Teologia,Estágio Supervisionado II,6º,Ronel Pereira
Teologia,Missão Integral [HT],6º,José Miguel Aguillera
Teologia,Teologia e Direitos humanos [HT],6º,Givaldo Mauro de Matos
Teologia,Trabalho de Conclusão de Curso,6º,Ronel Pereira
Terapia Ocupacional,Anatomia Humana,1º,Julice Angélica Antoniazzo Batistão Gadani
Terapia Ocupacional,Cinesiologia e Biomecânica I,1º,Ângela Midori Kuraoka de Oliveira
Terapia Ocupacional,Cinesioterapia,1º,Cyntia Leticia Batistetti
Terapia Ocupacional,"Citologia, Genética e Embriologia",1º,Erica Kobayashi Urio
Terapia Ocupacional,Comunicação e Metodologia Científica,1º,Hilluska de Figueredo Sousa Carneiro Vieira
Terapia Ocupacional,Inteligência Artificial Aplicada e Inovação,1º,Hilluska de Figueredo Sousa Carneiro Vieira
Terapia Ocupacional,Introdução à Terapia Ocupacional,1º,Grazielle Franco ferro da Costa Rodrigues
Terapia Ocupacional,Neuroanatomia e Neurofisiologia,1º,Cyntia Leticia Batistetti
Terapia Ocupacional,Psicologia do Desenvolvimento,1º,Ticiana Araújo da Silva
