curso_final,disciplina,semestre,professor
Matemática,Estágio Supervisionado Em Matemática II _ Docência No Ensino Fundamental,6º,Vera Fátima Corsino de Almeida
Matemática,Geometria Analítica e Vetores,6º,Nara Machado Rockenbach
Matemática,Práticas de Ensino Aplicadas na Educação Básica,6º,Rosana Bortolanza Insabraldi
Matemática,Tecnologias Digitais de Informação e Comunicação no Ensino de Matemática,6º,Rosana Bortolanza Insabraldi
Matemática,[ESP] Estruturas Algébricas,7º,Ricardo Bonfim Cruz
Matemática,[ESP] Trabalho de Conclusão De Curso (TCC) I,7º,Julyana Moreira
Matemática,[ESP] Tópicos Avançados,7º,Ricardo Bonfim Cruz
Matemática,Análise Matemática,7º,Ricardo Bonfim Cruz
Matemática,Estruturas Algébricas,7º,Ricardo Bonfim Cruz
Matemática,Estágio Supervisionado em Matemática II - Docência no Ensino Médio,7º,Vera Fátima Corsino de Almeida
Matemática,Estágio Supervisionado em Matemática III - Docência na Educação de Jovens e Adultos,7º,Nara Machado Rockenbach
Matemática,Estágio Supervisionado Em Matemática III _ Docência No Ensino Médio,7º,Vera Fátima Corsino de Almeida
Matemática,Trabalho de Conclusão de Curso (TCC) I,7º,Julyana Moreira da Silva
Matemática,Trabalho de Conclusão de Curso II,7º,Diversos Professores
Matemática,Tópicos Avançados,7º,Ricardo Bonfim Cruz
Matemática,[ESP] Educação de Jovens e Adultos,8º,Elizabete Velter Borges
Matemática,[ESP] Estágio Supervisionado em Matemática IV_ Modalidades Diferenciadas,8º,Nara Machado Rockenbach
Matemática,[ESP] Libras – Língua Brasileira de Sinais,8º,Douglas Souza Fernandes
Matemática,[ESP] Trabalho de Conclusão De Curso (TCC) II,8º,Diversos Professores
Nutrição,Anatomia Humana,1º,Julice Angélica Antoniazzo Batistão Gadani
Nutrição,Bioquímica Básica,1º,Luís Fernando Benítez Macorini
Nutrição,"Citologia, Genética e Embriologia",1º,Erica Kobayashi Urio
Nutrição,Composição de Alimentos,1º,Andrea Ribeiro Luz Chamaa
Nutrição,"Comunicação, Inteligência Artificial e Inovação",1º,Hilluska de Figueredo Sousa Carneiro Vieira
Nutrição,Educação nutricional,1º,Thalyta Muniz Lemes
Nutrição,Introdução à Nutrição e ética profissional,1º,Aline Victório Faustino
Nutrição,Microbiologia e Parasitologia Básica,1º,Adriana Mary Mestriner Felipe de Melo
Nutrição,Técnica Dietética I,1º,Andrea Ribeiro Luz Chamaa
Nutrição,Avaliação Nutricional E Do Consumo Alimentar,3º,Rita de Cássia Dorácio Mendes Mendes
Nutrição,Bromatologia e Tecnologia de Alimentos,3º,Marcia Crestani Bin
Nutrição,Fisiologia Humana e Biofísica,3º,Luís Fernando Benítez Macorini
Nutrição,Saúde Coletiva e Epidemiologia,3º,Vinícius Soares de Oliveira
Nutrição,Técnica Dietética II E Gastronomia Aplicada À Nutrição,3º,Andrea Ribeiro Luz Chamaa
Nutrição,Fisiologia da Nutrição,4º,Thalyta Muniz Lemes
Nutrição,"Higiene, Legislação e Vigilância Sanitária dos Alimentos",4º,Andrea Ribeiro Luz Chamaa
Nutrição,Nutrição em Saúde Pública,4º,Caroline Santos da Silva
Nutrição,Nutrição Humana,4º,Aline Victório Faustino Onishi
Nutrição,Patologia e Imunologia Básica,4º,Wanderlei Onofre Schmitz
Nutrição,Gestão e Empreendedorismo,8º,Flávia Cristina Simon Franke
Nutrição,Interpretação de Exames Laboratoriais,8º,Wanderley Onofre Schmitz
Pedagogia,Arte e Educação,1º,Maria Claudia Teixeira da Luz Ollé
Pedagogia,Filosofia Geral,1º,Paola Picolli
Pedagogia,Inteligência Artificial Aplicada,1º,Camila de Brito Quadros
Pedagogia,Inteligência Artificial Aplicada,1º,Nara Machado Rockenbach
Pedagogia,Introdução a Pedagogia e Ética,1º,Mylena Freitas Araujo
Pedagogia,Leitura e Produção de Texto I,1º,Lilia Nantes
Pedagogia,Libras – Língua Brasileira de Sinais,1º,Claudineya Alves de Oliveira
Pedagogia,Libras – Língua Brasileira de Sinais,1º,Douglas Souza Fernandes
Pedagogia,Língua Brasileira de Sinais - Libras,1º,Claudineya Oliveira
Pedagogia,Metodologia e Prática da Pesquisa Em Educação,1º,Terezinha Bazé
Pedagogia,Políticas Educacionais e Organização da Educação Básica,1º,Lilia Odete Nantes de Oliveira
Pedagogia,Políticas Educacionais e Organização da Educação Básica,1º,Vera Fátima Corsino de Almeida
Pedagogia,Psicologia da Educação e da Aprendizagem,1º,Rafaela Cavalheiro da Rocha
Pedagogia,Psicologia da Educação e da Aprendizagem,1º,Silvia Mara Pagliuzo Muraki
Pedagogia,"Relações Étnico-Raciais, Meio Ambiente e Direitos Humanos",1º,Lilia Odete Nantes de Oliveira
Pedagogia,"Relações Étnico-Raciais, Meio Ambiente e Direitos Humanos",1º,Terezinha Bazé de Lima
Pedagogia,Sociologia da Educação,1º,Nadia Gebara
Pedagogia,Sociologia Geral,1º,Nadia Gebara
Pedagogia,Tecnologias Educacionais e EAD,1º,Maria Dolores Bortolanza
Pedagogia,"Tecnologias, Metodologias Ativas e o Ensino Hibrido",1º,Maria Dolores Bortolanza
Pedagogia,Didática,2º,Elizabete Velter Borges
Pedagogia,Didática,2º,Inês Velter Marques
Pedagogia,Didática,2º,Nara Machado Rockenbach
Pedagogia,"Escola, Currículo e Avaliação Institucional",2º,Camila de Brito Quadros
Pedagogia,"Escola, Currículo e Avaliação Institucional",2º,Luana dos Santos Souza
Pedagogia,Filosofia da Educação,2º,Gilmar Lima Caetano
Pedagogia,Fundamentos da Linguística Aplicada,2º,Nara Sgarbi
Pedagogia,Fundamentos Filosófico-Sociológicos da Educação,2º,Fernando Lorenz
Pedagogia,Fundamentos Filosófico-Sociológicos da Educação,2º,Givaldo Mauro de Matos
Pedagogia,História da Educação,2º,Claunice Maria Dorneles
Pedagogia,História da Educação,2º,Marina de Souza Santos
Pedagogia,História da Educação,2º,Perla Loureiro de Almeida
Pedagogia,Leitura e Produção de Texto II,2º,Maria Alice Fernandes de Melo
Pedagogia,Linguagem e Argumentação,2º,Maria Alice Fernandes de Melo
Pedagogia,"Linguagens, Comunicação e Metodologias Ativas",2º,Julyana Moreira da Silva
Pedagogia,"Linguagens, Comunicação e Metodologias Ativas",2º,Maria Dolores Bortolanza
Pedagogia,Literatura Infanto Juvenil,2º,Inês Velter Marques
Pedagogia,Psicologia da Educação,2º,Silvia Mara Pagliuzo Muraki
Pedagogia,Sociologia da Educação,2º,Nadia Gebara
Pedagogia,Arte-Educação e Movimento,3º,Maria Claudia Ollé
Pedagogia,Didática,3º,Elizabete Velter Borges
Pedagogia,Didática I,3º,Elizabete Velter
Pedagogia,Estimulação de bebês,3º,Elizabete Velter Borges
Pedagogia,Estimulação de bebês,3º,Georgia Borges
Pedagogia,Estimulação de bebês,3º,Georgia Cristian Borges
Pedagogia,Estimulação de bebês,3º,Giorgia Borges
Pedagogia,Fundamentos e Metodologia da Educação Infantil,3º,Lilia Nantes
Pedagogia,Fundamentos e Metodologia de Alfabetização e Letramento,3º,Nilva Piosovan
Pedagogia,Fundamentos e Metodologia de Alfabetização e Letramento,3º,Rafaela Figueiredo
Pedagogia,Fundamentos teóricos-metodológicos da Educação Infantil I,3º,Lilia O. Nantes de Oliveira
Pedagogia,Fundamentos teóricos-metodológicos da Educação Infantil I,3º,Lilia Odete Nantes de Oliveira
Pedagogia,Ludicidade em diferentes contextos educativos,3º,Lucia Eugênia Pittas Martini
Pedagogia,Ludicidade em diferentes Espaços Educativos,3º,Lucia Eugênia Pittas
Pedagogia,Ludicidade em diferentes espaços educativos,3º,Lucia Eugênia Pittas Martini
Pedagogia,Ludicidade em diferentes espaços educativos,3º,Maria Claudia Teixeira da Luz Ollé
Pedagogia,Ludicidade em Espaços Escolares e não Escolares,3º,Lucia Eugenia
Pedagogia,Princípios e métodos do cuidar e educar,3º,Maria Dolores
Pedagogia,Psicologia da Aprendizagem,3º,Adriana Sordi
Pedagogia,Psicologia do Desenvolvimento,3º,Adriana Rita Sordi
Pedagogia,Psicologia do Desenvolvimento,3º,Adriana Sordi
Pedagogia,Psicologia do Desenvolvimento,3º,Sandra Armoa
Pedagogia,Psicologia do Desenvolvimento,3º,Sandra Luiza Haerter Armôa Lopes
Pedagogia,Psicologia do Desenvolvimento,3º,Silvia Mara Pagliuzo Muraki
Pedagogia,Aspectos neurológicos da aprendizagem,4º,Adriana Sordi
Pedagogia,Aspectos Neurológicos da Aprendizagem,4º,Adriana Sordi
Pedagogia,Aspectos neurológicos da aprendizagem,4º,Silvia Muraki
Pedagogia,Escola e Currículo,4º,Camila de Brito Quadros
Pedagogia,Fundamentos teóricos-metodológicos da Educação Infantil II,4º,Nilva Cristina
Pedagogia,Fundamentos teóricos-metodológicos da Educação Infantil II,4º,Nilva Cristina Serrano Soares Piovesan
Pedagogia,Fundamentos Teóricos-Metodológicos da Educação Infantil II,4º,Nilva Cristina Serrano Soares Piovesan
Pedagogia,Fundamentos teóricos-metodológicos da Educação Infantil II,4º,Nilva Pereira
Pedagogia,Fundamentos teóricos-metodológicos da Educação Infantil II,4º,Rafaela de Lima
Pedagogia,Fundamentos Teóricos-Metodológicos da Educação Infantil II,4º,Rafaela de Lima
Pedagogia,Organização do Trabalho Pedagógico,4º,Lilia O. Nantes de Oliveira
Pedagogia,Organização do trabalho pedagógico,4º,Lilia Odete Nantes de Oliveira
Pedagogia,Práticas educativas do cuidar e educar bebês na Educação Infantil,4º,Maria Dolores Bortolanza
Pedagogia,Práticas Educativas do Cuidar e Educar na Educação Infantil,4º,Maria Dolores Bortolança
Pedagogia,Abordagens Didáticas em Educação de Jovens e Adultos,5º,Elizabete Velter
Pedagogia,Conteúdo e Metodologia do Ensino da Língua Portuguesa e Literatura nos anos Iniciais do Ensino Fundamental,5º,Geysa Juci
Pedagogia,Conteúdo e Metodologia do Ensino de História e Geografia nos anos Iniciais do Ensino Fundamental,5º,Camila Quadros
Pedagogia,Educação profissional: trabalho e ética,5º,Nara Sgarbi
Pedagogia,Estágio Supervisionado em Educação Infantil I (zero a três anos),5º,Dilce Maria Bortolanza
Pedagogia,Estágio Supervisionados em educação Infantil (zero a três anos),5º,Dilce Bortolanza
Pedagogia,"Movimento, Recreação e Musicalização na Educação Básica",5º,Edilson Rebelo dos Santos
Pedagogia,Princípios e Métodos da Gestão na Educação Básica,5º,Sonia Borges de Oliveira
Pedagogia,Processo de Aprendizagem em História e Geografia nos Anos Iniciais do Ensino Fundamental,5º,Camila de Brito Quadros
Pedagogia,Processos Teóricos e Metodológicos da Alfabetização e Letramento I,5º,Nilva Cristina Serrano Soares Piovesan
Pedagogia,Processos Teóricos e Metodológicos da Alfabetização e Letramento I,5º,Nilva Pereira
Pedagogia,Processos Teóricos e Metodológicos da Alfabetização e Letramento I,5º,Rafaela Lima Figueiredo
Pedagogia,Conteúdo e Metodologia do Ensino da Matemática nos Anos Iniciais do Ensino Fundamental,6º,Vera Fatima
Pedagogia,Conteúdo e Metodologia do Ensino das Ciências Naturais Nos Anos Iniciais do Ensino Fundamental,6º,Perla Loureiro
Pedagogia,Estágio Supervisionado em Educação Infantil II (04 a 05 anos),6º,Dilce Bortolanza
Pedagogia,Estágio Supervisionado em Educação Infantil II (04 a 05 anos),6º,Dilce Maria Bortolanza
Pedagogia,Metodologia e Prática de Pesquisa na Educação,6º,Terezinha Bazé de Lima
Pedagogia,Organização da Educação Brasileira e Políticas Públicas,6º,Vera Fátima Corsino de Almeida
Pedagogia,Princípios e Métodos da Gestão Escolar,6º,Sonia Borges
Pedagogia,Processo de Aprendizagem em Língua Portuguesa nos Anos Iniciais do Ensino Fundamental,6º,Nara Sgarbi
Pedagogia,Processos Teóricos e Metodológicos da Alfabetização e Letramento I,6º,Lilia O. Nantes de Oliveira
Pedagogia,Processos Teóricos e Metodológicos da Alfabetização e Letramento I,6º,Nara Sgarbi
Pedagogia,Processos Teóricos e Metodológicos da Alfabetização e Letramento II,6º,Lilia Odete Nantes de Oliveira
Pedagogia,Processos Teóricos e Metodológicos da Alfabetização e Letramento II,6º,Nara Sgarbi
Pedagogia,Trabalho de Conclusão de Curso I,6º,Lilia Nantes
Pedagogia,Trabalho de Conclusão de Curso I,6º,Mylena Freitas
Pedagogia,Estágio Supervisionado nos Anos Iniciais do Ensino Fundamental I (1°ao 3.°),7º,Andreina
Pedagogia,Estágio Supervisionado nos Anos Iniciais do Ensino Fundamental I (1°ao 3.°),7º,Maria Claudia
Pedagogia,Estágio Supervisionado nos Anos Iniciais do Ensino Fundamental I (1°ao 3.°),7º,Nilva
Pedagogia,Libras - Língua Brasileira de Sinais,7º,Claudineya Oliveira
Pedagogia,Organização da Educação brasileira e políticas públicas,7º,Vera Fatima
Pedagogia,Relações Étnico-Raciais na Educação e Educação Indígena,7º,Terezinha Bazé
Pedagogia,Trabalho de Conclusão de Curso II,7º,Diversos Professores
Pedagogia,Educação e Meio ambiente,8º,Charine Sater
Pedagogia,Educação Especial e Escola Inclusiva,8º,Georgia Borges
Pedagogia,"Escola, Currículo e Avaliação Institucional",8º,Camila Quadros
Pedagogia,Estágio Supervisionado nos Anos Iniciais do Ensino Fundamental II (4.º ao 5º ano),8º,Andreina
Pedagogia,Estágio Supervisionado nos Anos Iniciais do Ensino Fundamental II (4.º ao 5º ano),8º,Maria Claudia
Pedagogia,Estágio Supervisionado nos Anos Iniciais do Ensino Fundamental II (4.º ao 5º ano),8º,Nilva
Pedagogia,Prática pedagógica em instituições não escolares,8º,Lilia Nantes
Serviço Social,Ciências Sociais (Sociologia e Antropologia),1º,Givaldo Mauro de Matos
Serviço Social,Economia Política Aplicada ao Serviço Social,1º,Gabrielle Pagliusi Paes de Lima
Serviço Social,Filosofia,1º,Fernando Lorenz
Serviço Social,Formação Sócio-Histórica do Brasil,1º,Gilmar Lima Caetano
Serviço Social,"Fundamentos Históricos, Teóricos e",1º,Cibeli Gonçalves Cardozo
Serviço Social,"Fundamentos Históricos, Teóricos e",1º,Metodológicos do Serviço Social I
Serviço Social,"Fundamentos Históricos, Teóricos e Metodológicos do Serviço Social II",1º,Cibeli Gonçalves Cardozo
Serviço Social,Inteligência Artificial Aplicada,1º,Antônio Pires de Almeida Junior
Serviço Social,Introdução ao Serviço Social,1º,Aparecida Rosivania Santos de Lima
Serviço Social,Linguagem e Argumentação,1º,Nara Maria Fiel de Quevedo Sgarbi
Serviço Social,Questão Social e o Serviço Social,1º,Gustavo Balbuena
Serviço Social,"Trabalho, Sociabilidade e Relações Sociais",1º,Gustavo Balbuena
Serviço Social,Direito e Legislação social,2º,Tânia Rejane
Serviço Social,Formação Sócio-Histórica do Brasil,2º,Gilmar Lima Caetano
Serviço Social,Metodologia Cientifica Aplicada ao Serviço Social,2º,Cibeli Gonçalves Cardozo
Serviço Social,Teoria Política,2º,Dênis D’ Amato De Déa
Serviço Social,Teoria Política,2º,Ewerton Brito
Serviço Social,Economia Política Aplicada ao Serviço Social,3º,Gabrielle Pagliusi Paes de Lima
Serviço Social,Política Social Brasileira,3º,Gilmar Lima Caetano
Serviço Social,Política Social Brasileira,3º,Mateus Brunetto Cari
Serviço Social,Psicologia Social,3º,Silvia Muraki
Serviço Social,"Trabalho, Sociabilidade e Questão social",3º,Gustavo Balbuena
Serviço Social,Ética Geral e Profissional,3º,Maria Madalena dos Santos Marques Gehn
Serviço Social,Instrumentalidade no Serviço Social,4º,Cibeli Gonçalves Cardozo
Serviço Social,Planejamento em Serviço Social,4º,Maria Madalena dos Santos Marques Gehn
Serviço Social,Política da Criança e do Adolescente,4º,Cibeli Gonçalves Cardozo
Serviço Social,Política Setorial da Assistência Social,4º,Maria Madalena dos Santos Marques Gehn
Serviço Social,Política Setorial de Previdência Social,4º,Aparecida Rosivania Santos de Lima
Serviço Social,Estágio Supervisionado em Serviço Social I,5º,Marilu de Fátima da Silva
Serviço Social,Gestão em Serviço Social,5º,Marcos Paulo Alves de Oliveira
Serviço Social,Pesquisa Social I,5º,Joana Prado Medeiros
Serviço Social,Política Setorial da Saúde e do Idoso,5º,Cibeli Gonçalves Cardozo
Serviço Social,Serviço Social e Família,5º,Ronel Dias Pereira
Serviço Social,Direitos Humanos,6º,Mateus Brunetto Cari
Serviço Social,Estágio Supervisionado em Serviço Social II,6º,Marilu de Fátima da Silva
Serviço Social,Estágio Supervisionado em Serviço Social III,6º,Marilu de Fátima da Silva
Serviço Social,"Gênero, Raça e Etnia no Brasil",6º,Lilia Odete Nantes
Serviço Social,Pesquisa Social II,6º,Joana Prado Medeiros
Serviço Social,Processo de Trabalho em Empresas,6º,Marcos Paulo Alves de Oliveira
Serviço Social,Processo de Trabalho: Abordagem individual e coletiva,6º,Cibeli Gonçalves Cardozo
Serviço Social,Processo de Trabalho: Abordagem Institucional,6º,Maria Madalena dos Santos Marques Gehn
Serviço Social,Processos de Trabalho na Educação,6º,Camila de Brito Quadros
Serviço Social,"Questão Urbana, Rural e Meio Ambiente",6º,Chahine Abdo Sater
Serviço Social,Trabalho de Conclusão de Curso I,6º,Cibeli Gonçalves Cardozo
Serviço Social,Trabalho de Conclusão de Curso II,6º,Cibeli Gonçalves Cardozo
Serviço Social,Tópicos Especiais em Serviço Social,6º,Cibeli Gonçalves Cardozo
Tecnologia em Agronegócios,Cadeias Produtivas I,1º,Mateus Secretti
Tecnologia em Agronegócios,Cadeias Produtivas I,1º,Taís Benites Ruiz Fernandez
Tecnologia em Agronegócios,Cooperativismo e Associativismo,1º,Ana Paula Delai
Tecnologia em Agronegócios,Economia Rural e Políticas Governamentais,1º,Maria Isabel Schierholt.
Tecnologia em Agronegócios,Fundamentos do Agronegócio,1º,Fransérgio Sampatti Santos Matos
Tecnologia em Agronegócios,Inovação e Empreendedorismo no Agronegócio,1º,Fábio Antônio Silva
Tecnologia em Agronegócios,Inteligência Artificial Aplicada,1º,Fransérgio Sampatti Santos Matos
Tecnologia em Agronegócios,Logística no Agronegócio,1º,Josimar Crespan
Tecnologia em Agronegócios,Planejamento e Inteligência de Marketing,1º,Juliano Rosa da Silva
Tecnologia em Agronegócios,Planejamento e Inteligência de Marketing,1º,Valdir da Costa Pereira
Tecnologia em Agronegócios,Recursos Humanos Aplicado ao Agronegócio,1º,Valdir da Costa Pereira
Tecnologia em Agronegócios,Sistema Integrado de Produção,1º,Jackeline Matos do Nascimento
Tecnologia em Agronegócios,Tecnologias Educacionais e Linguagens,1º,Lilia Odete Nantes de Oliveira
Tecnologia em Agronegócios,Tecnologias Educacionais e Linguagens,1º,Maria Dolores Bortolanza
Tecnologia em Agronegócios,Agrocomputação e Sistemas de Informações Gerenciais,3º,France Ricardo Marques Gonzaga
Tecnologia em Agronegócios,Agrocomputação e Sistemas de Informações Gerenciais,3º,Giovane Souza Rosa
Tecnologia em Agronegócios,Arranjos Produtivos,3º,Adriana Stoffel
Tecnologia em Agronegócios,Economia Comportamental no Agronegócio,3º,Maria Isabel Schierholt
Tecnologia em Agronegócios,Gestão Ambiental no Agronegócio,3º,Daniele Pedruzzi
Tecnologia em Agronegócios,Matemática Financeira Aplicada ao Agronegócio,3º,Vera Fátima Cursino
Tecnologia em Agronegócios,Cadeias Produtivas I,4º,Mateus Secretti
Tecnologia em Agronegócios,Cadeias Produtivas I,4º,Taís Benites Ruiz Fernandez
Tecnologia em Agronegócios,Gestão de Custos no Agronegócio,4º,Fransérgio Sampatti Santos Matos
Tecnologia em Agronegócios,Governança e Sucessão rural,4º,Givaldo Mauro de Matos
Tecnologia em Agronegócios,"Legislação Agrária, Ambiental e Profissional",4º,Diogo D'Amato de Dea
Tecnologia em Agronegócios,"Legislação Agrária, Ambiental e Profissional",4º,Tais Benites
Tecnologia em Agronegócios,Sustentabilidade e Energias renováveis,4º,Mateus Secretti
Tecnologia em Agronegócios,Cadeias Produtivas II,5º,Mateus Secretti
Tecnologia em Agronegócios,Cadeias Produtivas II,5º,Taís Benites Ruiz Fernandez
Tecnologia em Agronegócios,Contabilidade Rural e Finanças,5º,Silvia Leite Becker
Tecnologia em Agronegócios,Gestão da Qualidade e Certificações no Agronegócio,5º,Adriana Zeponi Peruzzi
Tecnologia em Agronegócios,Gestão de Processos Agroindústrias,5º,Alexsander Fuza Rozeno
Tecnologia em Agronegócios,Métodos Quantitativos Aplicados ao Agronegócio,5º,Vera Fátima Cursino
Tecnologia em Agronegócios,Bolsas de Mercadorias e Mercado Futuro,6º,Josimar Crespan
Tecnologia em Agronegócios,Gestão Comercial Aplicado ao Agronegócio,6º,Rafael de Arruda
Tecnologia em Agronegócios,Mecanização no Agronegócio,6º,Cacia LeiteTigre Pereira Viana
Tecnologia em Agronegócios,Planejamento e Gestão de Projetos Rurais,6º,Maílson Vieira Jesus
Tecnologia em Agronegócios,Tópicos Especiais,6º,Fransérgio Sampatti Santos Matos
Tecnologia em Análise e Desenvolvimento de Sistemas,Algoritmos,1º,Marcos Alves Mariano
Tecnologia em Análise e Desenvolvimento de Sistemas,Análise de Sistemas I,1º,Antônio Pires Almeida Junior
Tecnologia em Análise e Desenvolvimento de Sistemas,Inteligência Artificial Aplicada,1º,Antônio Pires Almeida Junior
Tecnologia em Análise e Desenvolvimento de Sistemas,Introdução a Análise de Sistemas,1º,Antonio Pires Almeida Junior
Tecnologia em Análise e Desenvolvimento de Sistemas,Introdução a Computação,1º,Antonio Pires Almeida Junior
Tecnologia em Análise e Desenvolvimento de Sistemas,Linguagem de Programação I,1º,André Martins do Nascimento
Tecnologia em Análise e Desenvolvimento de Sistemas,Matemática e Estatística para Computação,1º,Solange Tieko Sakaguti
Tecnologia em Análise e Desenvolvimento de Sistemas,Português Instrumental,1º,Lilia Nantes
Tecnologia em Análise e Desenvolvimento de Sistemas,Português Instrumental,1º,Nara Sgarbi
Tecnologia em Análise e Desenvolvimento de Sistemas,Redes de Computadores I,1º,Glauco Aurélio Silva
Tecnologia em Análise e Desenvolvimento de Sistemas,Análise de Sistemas II,2º,Antônio Pires Almeida Junior
Tecnologia em Análise e Desenvolvimento de Sistemas,Banco de Dados I,2º,Marcos Alves Mariano
Tecnologia em Análise e Desenvolvimento de Sistemas,Programação Orientada à Objeto,2º,France Ricardo Marques Gonzaga
Tecnologia em Análise e Desenvolvimento de Sistemas,Banco de Dados II,3º,Felipe Pereira Perez
Tecnologia em Análise e Desenvolvimento de Sistemas,Desenvolvimento Voltado à Web I,3º,Eliza Claudia Hahn
Tecnologia em Análise e Desenvolvimento de Sistemas,Engenharia de Software I,3º,Antonio Pires de Almeida Junior
Tecnologia em Análise e Desenvolvimento de Sistemas,Linguagem de Programação II,3º,André Martins do Nascimento
Tecnologia em Análise e Desenvolvimento de Sistemas,Redes de Computadores II,3º,Glauco Aurélio Silva
Tecnologia em Análise e Desenvolvimento de Sistemas,Comunicação Visual para Web,4º,Renata Barbieri
Tecnologia em Análise e Desenvolvimento de Sistemas,Desenvolvimento voltado a Web II,4º,Felipe Pereira Perez
Tecnologia em Análise e Desenvolvimento de Sistemas,Empreendedorismo,4º,Fabio Antônio Silva
Tecnologia em Análise e Desenvolvimento de Sistemas,Engenharia de Software II,4º,Antonio Pires de Almeida Junior
Tecnologia em Análise e Desenvolvimento de Sistemas,Sistemas Operacionais I,4º,France Ricardo Marques Gonzaga
Tecnologia em Análise e Desenvolvimento de Sistemas,Desenvolvimento Voltado a Web III,5º,Felipe Pereira Perez
Tecnologia em Análise e Desenvolvimento de Sistemas,Programação para Dispositivos Móveis,5º,Felipe Pereira Perez
Tecnologia em Análise e Desenvolvimento de Sistemas,Segurança das Informações,5º,Glauco Aurélio Silva
Tecnologia em Análise e Desenvolvimento de Sistemas,Sistemas Operacionais II,5º,France Ricardo Marques Gonzaga
Tecnologia em Análise e Desenvolvimento de Sistemas,"Sociedade, Meio Ambiente e Direitos Humanos",5º,Givaldo Matos
Tecnologia em Comércio Exterior,Comunicação Empresarial,1º,Hilluska Carneiro
Tecnologia em Comércio Exterior,Direito do Trabalho,1º,Cecilia Gabriela
Tecnologia em Comércio Exterior,Direito do Trabalho,1º,José Parpinelli
Tecnologia em Comércio Exterior,Gestão de pessoas e equipes,1º,Leandro Renne Camilo
Tecnologia em Comércio Exterior,"Sociologia, Ética e Responsabilidade socioambiental",1º,Mateus Brunetto Cari
Tecnologia em Comércio Exterior,Empreendedorismo,2º,Samuel Mota Torres
Tecnologia em Comércio Exterior,Gestão Econômica e Análise de Mercado,2º,Alexsander Fuza Rozeno
Tecnologia em Comércio Exterior,Legislação Aplicada (Tributária),2º,Juliana Tomiko Ribeiro Aizawa
Tecnologia em Comércio Exterior,Marketing Internacional,2º,Juliano Rosa da Silva
Tecnologia em Comércio Exterior,Sistemas de Informação de Comércio Exterior,2º,France Ricardo Marques Gonzaga
Tecnologia em Comércio Exterior,Sistemas de Informação de Comércio Exterior,2º,Giovane Rosa
Tecnologia em Design de Interiores,Comunicação e Inteligência artificial,1º,Hiluska de Figueiredo S. Carneiro Vieira
Tecnologia em Design de Interiores,Desenho Técnico,1º,Thiago Vinicius Krenczynki
Tecnologia em Design de Interiores,Desenho técnico,1º,Thiago Vinicius Krenczynki
Tecnologia em Design de Interiores,Ergonomia e Acessibilidade,1º,Katia Alexandra de Godoi
Tecnologia em Design de Interiores,Ergonomia e Acessibilidade,1º,Silva
Tecnologia em Design de Interiores,História da Arte,1º,Valesca Amaro Cechin
Tecnologia em Design de Interiores,História da Arte e do Design,1º,Valesca Amaro Cechin
Tecnologia em Design de Interiores,Introdução ao Design de Interiores,1º,Alisson Vieira Raidan
Tecnologia em Design de Interiores,Metodologia de Projetos de Interiores,1º,Douglas Raldi Pereira
Tecnologia em Design de Interiores,Projeto de Interiores I (Residencial),1º,Evellyn Caroline Silva dos Santos
Tecnologia em Design de Interiores,Representação Gráfica 2D,1º,Thiago Vinicius Krenczynki
Tecnologia em Design de Interiores,Teoria e Prática da Cor,1º,Douglas Raldi Pereira
Tecnologia em Design de Interiores,Desenho e Outros Meios de Expressão (DOME),2º,Erika Santos Silva
Tecnologia em Design de Interiores,Desenho e Outros Meios de Expressão (DOME),2º,Érika Santos Silva
Tecnologia em Design de Interiores,Ergonomia e Acessibilidade,2º,Katia Alexandra de Godoi
Tecnologia em Design de Interiores,Ergonomia e Acessibilidade,2º,Kátia Alexandra de Godoi
Tecnologia em Design de Interiores,Ergonomia e Acessibilidade,2º,Silva
Tecnologia em Design de Interiores,História da Arte e do Design,2º,Valesca Amaro Cechin
Tecnologia em Design de Interiores,Metodologia de Projetos de Interiores,2º,Douglas Raldi Pereira
Tecnologia em Design de Interiores,Programação Visual e de Superfícies,2º,Valesca Amaro Cechin
Tecnologia em Design de Interiores,Projeto de Interiores I (Residencial),2º,Evellyn Caroline Silva dos Santos
Tecnologia em Design de Interiores,Representação Gráfica 2D,2º,Thiago Vinicius Krenczynki
Tecnologia em Design de Interiores,Conforto Ambiental,3º,Erika Santos Silva
Tecnologia em Design de Interiores,Gestão de Obras e Intervenções,3º,Thiago Vinicius Krenczynki
Tecnologia em Design de Interiores,Linguagem e Argumentação,3º,Hilluska de Figueredo Sousa Carneiro Vieira
Tecnologia em Design de Interiores,Paisagismo e Sustentabilidade,3º,Juciléia Borges da Silva Klein
Tecnologia em Design de Interiores,Projeto de Interiores II (comercial),3º,Mara Regina C. B. Lima
Tecnologia em Design de Interiores,Projeto de interiores III (efêmero/cenográfico),3º,Douglas Raldi Pereira
Tecnologia em Design de Interiores,Projeto de Mobiliário e Produto,3º,Katia Alexandra de Godoi
Tecnologia em Design de Interiores,Projeto de Mobiliário e Produto,3º,Silva
Tecnologia em Design de Interiores,Representação Gráfica 3D,3º,Alisson Vieira Raidan
Tecnologia em Design de Interiores,Técnicas e Materiais de Construção e Acabamento,3º,Douglas Raldi Pereira
Tecnologia em Design de Interiores,Tópicos Especiais,3º,Mara Regina C. B. Lima
